Year,City,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property Crime,Burglary,Larceny,Motor Theft,Arson,Total
2018,Rolling Hills Estates,"8,249",8,1,3,2,2,108,33,67,8,2,234
2018,Rosemead,"54,661",194,1,12,87,94,"1,274",288,702,284,5,"2,941"
2018,Roseville,"137,706",299,3,28,133,135,"3,252",428,"2,543",281,21,"7,123"
2018,Ross,"2,487",1,0,1,0,0,24,7,17,0,0,50
2018,Sacramento,"507,037","3,329",36,102,"1,052","2,139","15,417","2,751","9,783","2,883",146,"37,638"
2018,Salinas,"158,590",981,19,100,321,541,"4,304",897,"2,180","1,227",31,"10,601"
2018,San Bernardino,"217,986","2,906",49,153,974,"1,730","9,014","2,226","4,594","2,194",75,"23,915"
2018,San Bruno,"43,621",123,0,20,38,65,984,116,775,93,19,"2,233"
2018,San Clemente,"65,509",114,0,9,28,77,900,140,697,63,3,"2,031"
2018,Sand City,395,8,0,0,3,5,111,8,96,7,0,238
2018,San Diego,"1,436,495","5,360",35,605,"1,439","3,281","27,416","3,752","18,482","5,182",187,"65,739"
2018,San Dimas,"34,463",80,1,11,22,46,751,152,534,65,6,"1,668"
2018,San Fernando,"24,869",102,0,3,37,62,312,51,162,99,0,828
2018,San Francisco,"889,282","6,144",46,354,"3,165","2,579","49,214","5,322","39,675","4,217",288,"111,004"
2018,San Gabriel,"40,637",136,0,9,51,76,691,172,453,66,3,"1,657"
2018,Sanger,"25,287",88,1,15,13,59,362,110,188,64,2,902
2018,San Jacinto,"48,830",132,2,1,70,59,"1,461",287,935,239,0,"3,186"
2018,San Jose,"1,047,305","4,444",28,615,"1,593","2,208","25,753","4,539","13,510","7,704",121,"60,515"
2018,San Juan Capistrano,"36,295",84,0,9,12,63,351,96,215,40,1,871
2018,San Leandro,"91,359",473,1,22,299,151,"3,584",439,"2,333",812,27,"8,141"
2018,San Luis Obispo,"47,885",192,1,55,33,103,"1,809",242,"1,493",74,21,"4,023"
2018,San Marcos,"98,088",202,0,18,61,123,"1,052",167,740,145,5,"2,513"
2018,San Marino,"13,358",11,0,1,2,8,203,84,118,1,3,431
2018,San Mateo,"105,839",285,0,25,88,172,"2,163",590,"1,360",213,6,"4,902"
2018,San Pablo,"31,403",180,0,14,99,67,979,114,531,334,6,"2,324"
2018,San Rafael,"59,254",257,2,32,107,116,"1,695",277,"1,050",368,16,"3,920"
2018,San Ramon,"76,569",43,0,4,21,18,786,103,631,52,6,"1,664"
2018,Santa Ana,"335,403","1,571",21,230,499,821,"6,390",910,"3,931","1,549",57,"15,979"
2018,Santa Barbara,"92,630",415,1,77,89,248,"2,333",261,"1,894",178,16,"5,512"
2018,Santa Clara,"128,682",208,1,33,74,100,"3,741",429,"2,860",452,11,"7,909"
2018,Santa Clarita,"216,589",292,4,43,94,151,"2,437",582,"1,560",295,26,"5,484"
2018,Santa Cruz,"65,680",390,1,34,66,289,"2,905",336,"2,308",261,53,"6,643"
2018,Santa Fe Springs,"18,241",105,1,6,39,59,991,176,651,164,8,"2,200"
2018,Santa Maria,"108,100",497,6,60,159,272,"1,932",377,979,576,24,"4,882"
2018,Santa Monica,"92,674",797,7,60,278,452,"4,732",662,"3,835",235,21,"11,079"
2018,Santa Paula,"30,456",90,1,3,32,54,458,99,318,41,0,"1,096"
2018,Santa Rosa,"176,325",823,3,149,147,524,"3,118",547,"2,179",392,26,"7,908"
2018,Santee,"58,781",109,0,13,31,65,886,113,701,72,11,"2,001"
2018,Saratoga,"31,023",22,0,7,6,9,237,97,127,13,1,519
2018,Sausalito,"7,167",9,0,0,0,9,201,13,179,9,1,421
2018,Scotts Valley,"11,998",17,0,6,2,9,191,42,137,12,3,419
2018,Seal Beach,"24,356",39,0,9,20,10,601,70,493,38,14,"1,294"
2018,Seaside,"34,303",92,0,13,23,56,445,41,333,71,4,"1,078"
2018,Sebastopol,"7,705",15,1,2,5,7,164,71,84,9,0,358
2018,Selma,"24,979",240,3,23,16,198,725,239,344,142,3,"1,933"
2018,Shafter,"19,986",44,0,6,8,30,544,138,285,121,12,"1,188"
2018,Sierra Madre,"11,055",7,0,0,0,7,95,34,59,2,0,204
2018,Signal Hill,"11,711",86,0,10,37,39,690,107,471,112,4,"1,556"
2018,Simi Valley,"127,222",214,0,46,56,112,"1,491",253,"1,118",120,2,"3,412"
2018,Solana Beach,"13,524",23,1,2,3,17,206,62,123,21,0,458
2018,Soledad,"26,313",70,1,5,10,54,101,17,53,31,1,343
2018,Solvang,"6,013",6,0,1,1,4,52,12,35,5,0,116
2018,Sonoma,"11,173",44,0,4,5,35,164,23,133,8,0,416
2018,Sonora,"4,851",27,0,8,8,11,286,40,228,18,5,631
2018,South El Monte,"21,113",126,1,7,33,85,621,145,313,163,5,"1,499"
2018,South Gate,"95,570",634,1,34,192,407,"2,364",343,"1,376",645,15,"6,011"
2018,South Lake Tahoe,"22,060",182,3,9,22,148,454,114,279,61,7,"1,279"
2018,South Pasadena,"25,924",32,0,2,19,11,522,103,360,59,0,"1,108"
2018,South San Francisco,"67,973",181,0,22,56,103,"1,444",257,"1,002",185,5,"3,255"
2018,Stallion Springs,"2,645",1,0,1,0,0,17,2,14,1,0,36
2018,Stanton,"38,618",135,0,10,42,83,618,94,401,123,5,"1,511"
2018,St. Helena,"6,251",9,0,0,1,8,47,11,31,5,1,113
2018,Stockton,"313,158","4,383",33,193,"1,205","2,952","11,800","2,329","7,417","2,054",191,"32,557"
2018,Suisun City,"29,859",93,1,13,18,61,627,54,483,90,5,"1,445"
2018,Sunnyvale,"155,637",255,1,43,71,140,"2,541",424,"1,764",353,8,"5,600"
2018,Susanville,"15,017",197,0,8,11,178,274,84,177,13,3,945
2018,Sutter Creek,"2,584",1,0,0,0,1,39,5,29,5,0,80
2018,Taft,"9,449",72,0,1,6,65,338,105,190,43,0,820
2018,Tehachapi,"12,402",82,0,19,12,51,276,71,155,50,3,719
2018,Temecula,"116,411",139,0,4,60,75,"2,711",429,"1,964",318,2,"5,702"
2018,Temple City,"36,484",64,0,7,22,35,472,212,216,44,0,"1,072"
2018,Thousand Oaks,"129,319",126,14,30,30,52,"1,480",236,"1,127",117,4,"3,216"
2018,Tiburon,"9,195",7,0,0,2,5,77,15,62,0,0,168
2018,Torrance,"146,968",267,2,35,107,123,"2,702",468,"1,951",283,9,"5,947"
2018,Tracy,"91,988",199,4,31,61,103,"2,331",261,"1,772",298,17,"5,077"
2018,Truckee,"16,609",17,0,2,3,12,143,42,85,16,2,322
2018,Tulare,"64,509",251,3,24,61,163,"1,818",325,"1,143",350,6,"4,144"
2018,Tulelake,991,0,0,0,0,0,6,1,3,2,0,12
2018,Turlock,"74,267",420,7,29,130,254,"2,233",351,"1,447",435,45,"5,351"
2018,Tustin,"81,243",122,0,15,49,58,"1,874",243,"1,506",125,5,"3,997"
2018,Twentynine Palms,"26,755",81,1,16,16,48,278,111,136,31,7,725
2018,Ukiah,"16,037",95,1,15,11,68,284,76,149,59,26,784
2018,Union City,"76,198",261,1,15,89,156,"1,653",246,"1,170",237,10,"3,838"
2018,Upland,"77,453",290,2,13,109,166,"2,072",500,"1,297",275,3,"4,727"
2018,Vacaville,"101,146",230,2,22,63,143,"2,158",163,"1,804",191,12,"4,788"
2018,Vallejo,"122,974",942,8,103,349,482,"4,508","2,456",975,"1,077",40,"10,940"
2018,Ventura,"111,272",445,2,54,117,272,"3,482",481,"2,667",334,32,"7,886"
2018,Vernon,113,27,1,1,13,12,383,82,195,106,3,823
2018,Victorville,"123,343",809,9,63,258,479,"2,718",631,"1,386",701,32,"7,086"
2018,Villa Park,"5,904",0,0,0,0,0,57,21,34,2,0,114
2018,Visalia,"134,224",450,3,107,138,202,"3,978",748,"2,701",529,23,"8,879"
2018,Vista,"102,742",330,5,32,104,189,"1,497",266,926,305,2,"3,656"
2018,Walnut,"30,343",22,0,4,9,9,483,217,228,38,0,"1,010"
2018,Walnut Creek,"70,587",109,2,3,35,69,"2,249",303,"1,812",134,1,"4,717"
2018,Waterford,"9,018",20,0,0,6,14,114,27,53,34,0,268
2018,Watsonville,"54,513",243,1,18,50,174,"1,330",196,785,349,14,"3,160"
2018,Weed,"2,682",26,0,2,4,20,82,13,62,7,0,216
2018,West Covina,"107,806",292,1,25,150,116,"2,513",385,"1,735",393,8,"5,618"
2018,West Hollywood,"37,478",301,3,40,127,131,"2,100",240,"1,762",98,20,"4,822"
2018,Westlake Village,"8,459",12,1,0,6,5,200,36,156,8,1,425
2018,Westminster,"91,821",286,2,26,117,141,"2,433",425,"1,739",269,8,"5,446"
2018,Westmorland,"2,291",12,1,0,0,11,28,6,21,1,1,81
2018,West Sacramento,"54,215",225,1,17,92,115,"1,412",224,931,257,15,"3,289"
2018,Wheatland,"3,892",3,0,0,0,3,49,9,29,11,1,105
2018,Whittier,"87,055",233,1,23,99,110,"2,225",367,"1,527",331,11,"4,927"
2018,Wildomar,"37,626",48,1,0,19,28,724,136,456,132,0,"1,544"
2018,Williams,"5,380",22,0,1,3,18,81,28,43,10,3,209
2018,Willits,"4,875",21,0,10,5,6,72,15,32,25,3,189
2018,Windsor,"27,654",74,0,7,6,61,249,42,190,17,2,648
2018,Winters,"7,371",9,0,2,3,4,118,17,94,7,0,254
2018,Woodlake,"7,700",25,0,2,1,22,107,25,69,13,5,269
2018,Woodland,"60,679",220,1,16,67,136,"1,602",252,"1,146",204,25,"3,669"
2018,Yorba Linda,"68,794",44,0,6,12,26,812,185,561,66,5,"1,717"
2018,Yountville,"2,921",2,0,1,0,1,33,5,28,0,0,70
2018,Yreka,"7,573",37,0,2,2,33,221,38,164,19,0,516
2018,Yuba City,"67,035",264,1,35,75,153,"1,846",234,"1,356",256,11,"4,231"
2018,Yucaipa,"54,001",101,0,12,29,60,822,160,473,189,3,"1,849"
2018,Yucca Valley,"21,895",85,2,8,21,54,340,83,204,53,5,855
